price,area,price_per_sqft,location,bhk,resale,furnished,school,security,carparking,hospital,playarea,liftavailable,vaastucompliant
102.0,1232,8279.22077922078,Narayanapura on Hennur Main Road,2,0,0,0,0,0,0,1,1,0
57.97,1414,4099.7171145686,Anagalapura Near Hennur Main Road,3,0,0,0,0,0,0,1,1,0
44.0,1000,4400.0,Anagalapura Near Hennur Main Road,2,0,0,0,0,0,0,1,1,0
44.55,1100,4050.0,Anagalapura Near Hennur Main Road,2,0,0,0,1,1,0,1,1,1
41.0,1000,4100.0,Anagalapura Near Hennur Main Road,2,0,0,0,0,0,0,1,1,0
44.89,1095,4099.543378995434,Anagalapura Near Hennur Main Road,2,0,0,0,0,0,0,1,0,0
260.0,3300,7878.787878787879,Narayanapura on Hennur Main Road,4,1,0,1,1,1,1,1,1,1
105.0,1500,7000.0,Narayanapura on Hennur Main Road,3,1,0,1,1,1,1,1,1,1
115.0,2087,5510.301868711069,Narayanapura on Hennur Main Road,3,1,0,1,1,1,1,1,1,1
125.0,2142,5835.667600373483,Narayanapura on Hennur Main Road,3,1,0,1,1,1,1,1,1,1
110.0,1850,5945.945945945946,Narayanapura on Hennur Main Road,3,1,0,1,1,1,1,1,1,1
120.0,1930,6217.616580310881,Narayanapura on Hennur Main Road,3,1,0,1,1,1,1,1,1,1
44.07,1075,4099.53488372093,Anagalapura Near Hennur Main Road,2,0,0,0,0,0,0,1,1,0
44.07,1075,4099.53488372093,Anagalapura Near Hennur Main Road,2,0,0,0,0,0,0,1,0,0
43.25,1055,4099.526066350711,Anagalapura Near Hennur Main Road,2,0,0,0,1,1,0,1,1,1
73.41,1635,4489.908256880734,Kanakapura Road Beyond Nice Ring Road,3,0,0,0,1,0,0,1,1,0
63.98,1425,4489.824561403509,Kanakapura Road Beyond Nice Ring Road,3,0,0,0,1,0,0,1,1,0
58.37,1300,4490.0,Kanakapura Road Beyond Nice Ring Road,2,0,0,0,1,0,0,1,1,0
45.12,1005,4489.55223880597,Kanakapura Road Beyond Nice Ring Road,2,0,0,0,1,0,0,1,1,0
87.49,1839,4757.47688961392,Talaghattapura,3,0,0,0,0,1,0,1,1,1
68.7,1419,4841.437632135307,Talaghattapura,2,0,0,0,0,1,0,1,1,1
82.43,1726,4775.782155272306,Talaghattapura,3,0,0,0,0,1,0,1,1,1
51.02,1179,4327.396098388464,Kannur on Thanisandra Main Road,2,0,0,0,1,0,0,1,1,0
51.37,1188,4324.074074074074,Kannur on Thanisandra Main Road,2,0,0,0,1,0,0,1,1,0
52.44,1215,4316.049382716049,Kannur on Thanisandra Main Road,2,0,0,0,1,0,0,1,1,0
52.79,1224,4312.908496732026,Kannur on Thanisandra Main Road,2,0,0,0,1,0,0,1,1,0
57.0,1414,4031.117397454031,Anagalapura Near Hennur Main Road,2,0,0,0,0,0,0,1,1,0
54.13,1030,5255.339805825242,Kumbalgodu,2,0,0,0,1,0,0,1,1,0
109.0,905,12044.198895027625,Chikkagubbi on Hennur Main Road,3,0,0,0,1,1,0,1,1,0
105.0,972,10802.469135802468,Chikkagubbi on Hennur Main Road,3,0,0,0,1,1,0,1,1,0
82.0,1600,5125.0,Kanakapura Road Beyond Nice Ring Road,3,0,0,0,1,0,0,1,1,0
75.0,1480,5067.5675675675675,Kanakapura Road Beyond Nice Ring Road,3,0,0,0,1,0,0,1,1,0
65.0,1172,5546.0750853242325,Kanakapura Road Beyond Nice Ring Road,2,0,0,0,1,0,0,1,1,0
53.67,1020,5261.764705882353,Kumbalgodu,2,0,0,0,1,0,0,1,1,0
52.06,985,5285.279187817259,Kumbalgodu,2,0,0,0,1,0,0,1,1,0
51.83,980,5288.775510204082,Kumbalgodu,2,0,0,0,1,0,0,1,1,0
68.0,1305,5210.727969348659,other,1,0,0,0,0,0,0,1,1,0
72.0,1395,5161.290322580645,other,1,0,0,0,0,0,0,1,1,0
72.0,1395,5161.290322580645,other,1,0,0,0,0,0,0,1,1,0
42.72,1000,4272.0,Anagalapura Near Hennur Main Road,2,0,0,0,1,0,0,1,1,0
42.72,1055,4049.2890995260664,Anagalapura Near Hennur Main Road,2,0,0,0,1,1,0,1,1,1
44.89,1095,4099.543378995434,Anagalapura Near Hennur Main Road,2,0,0,0,0,0,0,1,1,0
39.11,954,4099.58071278826,Anagalapura Near Hennur Main Road,2,0,0,0,0,0,0,1,1,0
44.95,1110,4049.5495495495497,Anagalapura Near Hennur Main Road,2,0,0,0,1,1,0,1,1,1
57.97,1414,4099.7171145686,Anagalapura Near Hennur Main Road,2,0,0,0,0,0,0,1,1,0
44.55,1100,4050.0,Anagalapura Near Hennur Main Road,1,0,0,0,1,1,0,1,1,1
42.12,1040,4050.0,Anagalapura Near Hennur Main Road,2,0,0,0,1,1,0,1,1,1
44.55,1055,4222.748815165877,Anagalapura Near Hennur Main Road,2,0,0,0,1,1,0,1,1,1
134.0,1800,7444.444444444444,KPC Layout,3,0,0,0,1,0,0,1,1,0
156.0,2170,7188.940092165899,KPC Layout,3,0,0,0,1,0,0,1,1,0
122.0,1691,7214.665878178593,KPC Layout,3,0,0,0,1,0,0,1,1,0
75.0,1239,6053.268765133172,Kannur on Thanisandra Main Road,2,0,0,1,1,1,1,1,1,1
93.0,1296,7175.925925925926,Talaghattapura,2,0,0,0,0,0,0,1,1,0
124.0,1706,7268.464243845252,Talaghattapura,3,0,0,0,0,0,0,1,1,0
115.0,1592,7223.618090452262,Talaghattapura,3,0,0,0,1,1,0,1,1,0
75.0,1239,6053.268765133172,Kannur on Thanisandra Main Road,2,0,0,0,1,1,0,1,1,1
115.0,1682,6837.098692033293,Narayanapura on Hennur Main Road,3,0,0,0,0,0,0,1,1,0
92.0,1232,7467.532467532467,Narayanapura on Hennur Main Road,2,0,0,0,0,0,0,1,1,0
110.0,1482,7422.402159244264,Narayanapura on Hennur Main Road,3,0,0,0,0,0,0,1,1,0
127.0,1917,6624.934793948879,KPC Layout,3,0,0,0,1,0,0,1,1,0
127.0,1917,6624.934793948879,KPC Layout,3,0,0,0,1,0,0,1,1,0
147.0,2170,6774.193548387097,KPC Layout,3,0,0,0,1,0,0,1,1,0
134.0,2035,6584.766584766585,KPC Layout,3,0,0,0,1,0,0,1,1,0
130.0,2313,5620.406398616516,KPC Layout,3,0,0,0,1,0,0,1,1,0
134.0,1917,6990.088680229525,KPC Layout,3,0,0,0,1,0,0,1,1,0
97.0,1560,6217.948717948718,Chikkagubbi on Hennur Main Road,3,0,0,0,1,1,0,1,1,0
91.0,1450,6275.862068965517,Chikkagubbi on Hennur Main Road,3,0,0,0,1,1,0,1,1,0
75.0,1200,6250.0,Chikkagubbi on Hennur Main Road,2,0,0,0,1,1,0,1,1,0
113.99999,1650,6909.090303030303,Narayanapura on Hennur Main Road,3,0,0,0,0,0,0,1,1,0
98.0,1490,6577.181208053691,Narayanapura on Hennur Main Road,3,0,0,0,0,0,0,1,1,0
81.0,1240,6532.258064516129,Narayanapura on Hennur Main Road,2,0,0,0,0,0,0,1,1,0
97.99,1274,7691.522762951335,other,2,0,0,0,0,0,0,1,1,0
106.0,1445,7335.640138408305,KPC Layout,3,0,0,0,1,0,0,1,1,0
65.84999,1419,4640.591261451727,other,2,0,0,0,0,0,0,1,1,0
127.0,1787,7106.88304420817,KPC Layout,3,0,0,0,1,0,0,1,1,0
85.0,1590,5345.911949685535,Talaghattapura,3,0,0,1,1,1,0,1,1,0
64.98999,1270,5117.322047244095,Talaghattapura,2,0,0,1,1,1,0,1,1,0
100.0,1482,6747.638326585695,Narayanapura on Hennur Main Road,3,0,0,0,0,0,0,1,1,0
82.5,1232,6696.428571428572,Narayanapura on Hennur Main Road,2,0,0,0,0,0,0,1,1,0
116.0,1691,6859.846244825547,Narayanapura on Hennur Main Road,3,0,0,0,0,0,0,1,1,0
82.0,1232,6655.8441558441555,Narayanapura on Hennur Main Road,2,0,0,0,0,0,0,1,1,0
115.0,1691,6800.709639266706,Narayanapura on Hennur Main Road,3,0,0,0,0,0,0,1,1,0
83.0,1232,6737.012987012987,Narayanapura on Hennur Main Road,2,0,0,0,0,0,0,1,1,0
120.0,1691,7096.392667060911,Narayanapura on Hennur Main Road,3,0,0,0,0,0,0,1,1,0
81.0,1232,6574.675324675325,Narayanapura on Hennur Main Road,2,0,0,0,0,0,0,1,1,0
134.0,1600,8375.0,Narayanapura on Hennur Main Road,3,1,0,0,0,1,0,1,1,0
135.0,1600,8437.5,Narayanapura on Hennur Main Road,3,1,0,0,0,1,0,1,1,0
135.0,1500,9000.0,Narayanapura on Hennur Main Road,3,1,0,0,0,1,0,1,1,0
113.99999,1865,6112.6,other,3,1,0,0,1,1,0,1,1,1
112.0,1865,6005.361930294906,other,3,1,0,0,1,1,0,1,1,1
115.0,1865,6166.219839142092,other,3,1,0,0,1,1,0,1,1,1
105.0,1482,7085.0202429149795,Narayanapura on Hennur Main Road,3,0,0,0,0,0,0,0,0,0
96.14,1346,7142.644873699852,Narayanapura on Hennur Main Road,2,0,0,0,0,0,0,0,0,0
88.0,1232,7142.857142857143,Narayanapura on Hennur Main Road,2,0,0,0,0,0,0,0,0,0
55.61,1209,4599.669148056245,Kannur on Thanisandra Main Road,2,0,0,0,0,0,0,1,0,0
56.94,1238,4599.35379644588,Kannur on Thanisandra Main Road,2,0,0,0,0,0,0,1,0,0
57.5,1250,4600.0,Kannur on Thanisandra Main Road,2,0,0,0,0,0,0,1,0,0
54.97,1195,4600.0,Kannur on Thanisandra Main Road,2,0,0,0,0,0,0,1,0,0
56.25,1223,4599.345870809485,Kannur on Thanisandra Main Road,2,0,0,0,0,0,0,1,0,0
73.56,1113,6609.1644204851755,Kannur on Thanisandra Main Road,2,0,0,0,1,1,0,1,1,1
69.16,1040,6650.0,Kannur on Thanisandra Main Road,2,0,0,0,1,1,0,1,1,1
77.78,1183,6574.809805579036,Kannur on Thanisandra Main Road,2,0,0,0,1,1,0,1,1,1
74.52,1129,6600.531443755536,Kannur on Thanisandra Main Road,2,0,0,0,1,1,0,1,1,1
74.28,1125,6602.666666666667,Kannur on Thanisandra Main Road,2,0,0,0,1,1,0,1,1,1
78.73999,1199,6567.138448707256,Kannur on Thanisandra Main Road,2,0,0,0,1,1,0,1,1,1
92.67,1685,5499.703264094956,Sarjapur Road Wipro To Railway Crossing,3,0,0,0,1,1,0,1,0,0
87.17,1585,5499.6845425867505,Sarjapur Road Wipro To Railway Crossing,3,0,0,0,1,1,0,1,0,0
80.45999,1463,5499.657552973343,Sarjapur Road Wipro To Railway Crossing,3,0,0,0,1,1,0,1,0,0
102.0,1576,6472.081218274112,Sarjapur Road Wipro To Railway Crossing,3,0,0,0,1,1,0,1,1,0
111.0,1709,6495.026331187829,Sarjapur Road Wipro To Railway Crossing,3,0,0,0,1,1,0,1,1,0
100.0,1550,6451.612903225807,Sarjapur Road Wipro To Railway Crossing,3,0,0,0,1,1,0,1,1,0
117.0,1813,6453.392167677882,Sarjapur Road Wipro To Railway Crossing,3,0,0,0,1,1,0,1,1,0
112.99999,1746,6471.935280641466,Sarjapur Road Wipro To Railway Crossing,3,0,0,0,1,1,0,1,1,0
111.0,1717,6464.764123471171,Sarjapur Road Wipro To Railway Crossing,3,0,0,0,1,1,0,1,1,0
108.0,1665,6486.486486486487,Sarjapur Road Wipro To Railway Crossing,3,0,0,0,1,1,0,1,1,0
107.0,1657,6457.453228726615,Sarjapur Road Wipro To Railway Crossing,3,0,0,0,1,1,0,1,1,0
115.0,1773,6486.181613085167,Sarjapur Road Wipro To Railway Crossing,3,0,0,0,1,1,0,1,1,0
72.62,1462,4967.168262653899,Kanakapura Road Beyond Nice Ring Road,3,0,0,0,1,1,0,1,1,0
66.59999,1172,5682.59300341297,Kanakapura Road Beyond Nice Ring Road,2,0,0,0,1,1,0,1,1,0
80.87,1478,5471.5832205683355,Kanakapura Road Beyond Nice Ring Road,3,0,0,0,1,1,0,1,1,0
62.13,1251,4966.4268585131895,Kanakapura Road Beyond Nice Ring Road,2,0,0,0,1,1,0,1,1,0
78.4,1589,4933.920704845816,Kanakapura Road Beyond Nice Ring Road,3,0,0,0,1,1,0,1,1,0
88.97,1629,5461.632903621854,Kanakapura Road Beyond Nice Ring Road,3,0,0,0,1,1,0,1,1,0
57.71,1178,4898.9813242784385,Kanakapura Road Beyond Nice Ring Road,2,0,0,1,1,0,1,1,0,1
64.12,1309,4898.395721925133,Kanakapura Road Beyond Nice Ring Road,2,0,0,1,1,0,1,1,0,1
83.62,1707,4898.652606912712,Kanakapura Road Beyond Nice Ring Road,3,0,0,1,1,0,1,1,0,1
63.88,1304,4898.773006134969,Kanakapura Road Beyond Nice Ring Road,2,0,0,1,1,0,1,1,0,1
37.47,765,4898.0392156862745,Kanakapura Road Beyond Nice Ring Road,1,0,0,1,1,0,1,1,0,1
73.09,1492,4898.793565683646,Kanakapura Road Beyond Nice Ring Road,3,0,0,1,1,0,1,1,0,1
53.54,1093,4898.444647758463,Kanakapura Road Beyond Nice Ring Road,2,0,0,1,1,0,1,1,0,1
45.95,938,4898.720682302772,Kanakapura Road Beyond Nice Ring Road,1,0,0,1,1,0,1,1,0,1
83.23,1699,4898.7639788110655,Kanakapura Road Beyond Nice Ring Road,3,0,0,1,1,0,1,1,0,1
73.48,1500,4898.666666666667,Kanakapura Road Beyond Nice Ring Road,3,0,0,1,1,0,1,1,0,1
94.94,1938,4898.864809081528,Kanakapura Road Beyond Nice Ring Road,3,0,0,1,1,0,1,1,0,1
72.34999,1477,4898.44211238998,Kanakapura Road Beyond Nice Ring Road,3,0,0,1,1,0,1,1,0,1
62.41,1274,4898.7441130298275,Kanakapura Road Beyond Nice Ring Road,2,0,0,1,1,0,1,1,0,1
52.66,1075,4898.604651162791,Kanakapura Road Beyond Nice Ring Road,2,0,0,1,1,0,1,1,0,1
49.82,1017,4898.721730580138,Kanakapura Road Beyond Nice Ring Road,2,0,0,1,1,0,1,1,0,1
85.14,1738,4898.734177215189,Kanakapura Road Beyond Nice Ring Road,3,0,0,1,1,0,1,1,0,1
62.85,1283,4898.674980514419,Kanakapura Road Beyond Nice Ring Road,2,0,0,1,1,0,1,1,0,1
61.58,1257,4898.965791567223,Kanakapura Road Beyond Nice Ring Road,2,0,0,1,1,0,1,1,0,1
34.88,712,4898.876404494383,Kanakapura Road Beyond Nice Ring Road,1,0,0,1,1,0,1,1,0,1
82.34999,1120,7352.677678571429,Kanakapura Road Beyond Nice Ring Road,2,0,0,0,1,0,0,1,1,0
106.0,1450,7310.3448275862065,Kanakapura Road Beyond Nice Ring Road,3,0,0,0,1,0,0,1,1,0
86.76,1180,7352.542372881356,Kanakapura Road Beyond Nice Ring Road,2,0,0,0,1,0,0,1,1,0
56.61,770,7351.948051948052,Kanakapura Road Beyond Nice Ring Road,1,0,0,0,1,0,0,1,1,0
105.0,1430,7342.657342657342,Kanakapura Road Beyond Nice Ring Road,3,0,0,0,1,0,0,1,1,0
95.58,1300,7352.307692307692,Kanakapura Road Beyond Nice Ring Road,2,0,0,0,1,0,0,1,1,0
119.0,1630,7300.613496932516,Kanakapura Road Beyond Nice Ring Road,3,0,0,0,1,0,0,1,1,0
88.97,1210,7352.892561983471,Kanakapura Road Beyond Nice Ring Road,2,0,0,0,1,0,0,1,1,0
69.84999,950,7352.63052631579,Kanakapura Road Beyond Nice Ring Road,2,0,0,0,1,0,0,1,1,0
108.0,1480,7297.2972972972975,Kanakapura Road Beyond Nice Ring Road,3,0,0,0,1,0,0,1,1,0
92.64,1260,7352.380952380952,Kanakapura Road Beyond Nice Ring Road,2,0,0,0,1,0,0,1,1,0
74.26,1010,7352.475247524753,Kanakapura Road Beyond Nice Ring Road,2,0,0,0,1,0,0,1,1,0
112.0,1530,7320.261437908497,Kanakapura Road Beyond Nice Ring Road,3,0,0,0,1,0,0,1,1,0
117.0,1600,7312.5,Kanakapura Road Beyond Nice Ring Road,3,0,0,0,1,0,0,1,1,0
50.0,680,7352.941176470588,Kanakapura Road Beyond Nice Ring Road,1,0,0,0,1,0,0,1,1,0
66.91,910,7352.747252747253,Kanakapura Road Beyond Nice Ring Road,1,0,0,0,1,0,0,1,1,0
53.01,1178,4500.0,Narayanapura on Hennur Main Road,2,0,0,0,1,0,0,1,1,0
58.48,1082,5404.805914972274,Kumbalgodu,3,0,0,1,1,1,1,1,1,1
50.89,883,5763.306908267271,Kumbalgodu,2,0,0,1,1,1,1,1,1,1
47.89,800,5986.25,Kumbalgodu,2,0,0,1,1,1,1,1,1,1
56.7,1260,4500.0,Narayanapura on Hennur Main Road,2,0,0,0,1,0,0,1,1,0
70.0,1375,5090.909090909091,Narayanapura on Hennur Main Road,3,0,0,0,0,1,0,1,1,1
82.0,1271,6451.612903225807,Kannur on Thanisandra Main Road,3,0,0,0,1,1,0,1,1,0
63.0,1078,5844.1558441558445,Kannur on Thanisandra Main Road,2,0,0,0,1,1,0,1,1,0
68.84999,1215,5666.6658436214,Varthur,2,0,1,9,9,9,9,9,9,9
79.59999,1290,6170.541860465117,Electronic City Phase 2,2,0,1,9,9,9,9,9,9,9
79.75,1505,5299.003322259136,Electronic City Phase 2,3,0,1,9,9,9,9,9,9,9
76.25,1535,4967.4267100977195,Electronic City Phase 2,3,0,1,9,9,9,9,9,9,9
57.6,1465,3931.740614334471,Electronic City Phase 2,3,0,1,9,9,9,9,9,9,9
68.84999,1075,6404.6502325581405,Electronic City Phase 2,2,0,1,9,9,9,9,9,9,9
63.31,1290,4907.751937984496,Electronic City Phase 2,3,0,1,9,9,9,9,9,9,9
157.0,1045,15023.923444976077,Electronic City Phase 2,2,0,1,9,9,9,9,9,9,9
145.0,1846,7854.821235102925,Narayanapura on Hennur Main Road,3,0,1,9,9,9,9,9,9,9
137.0,1630,8404.907975460123,Narayanapura on Hennur Main Road,3,0,1,9,9,9,9,9,9,9
108.0,1482,7287.44939271255,Narayanapura on Hennur Main Road,3,0,1,9,9,9,9,9,9,9
105.0,1232,8522.727272727272,Narayanapura on Hennur Main Road,2,0,1,9,9,9,9,9,9,9
82.0,2305,3557.4837310195226,other,3,0,1,9,9,9,9,9,9,9
78.0,1047,7449.856733524355,Brookefield,2,0,1,9,9,9,9,9,9,9
99.9,1047,9541.547277936963,Brookefield,2,0,1,9,9,9,9,9,9,9
124.0,1397,8876.163206871868,Brookefield,3,0,1,9,9,9,9,9,9,9
200.0,1724,11600.92807424594,Brookefield,3,0,1,9,9,9,9,9,9,9
51.0,2278,2238.805970149254,other,3,0,1,9,9,9,9,9,9,9
64.0,1145,5589.519650655022,Electronic City Phase 1,2,0,1,9,9,9,9,9,9,9
54.0,1073,5032.618825722274,JP Nagar Phase 9,2,0,1,9,9,9,9,9,9,9
89.0,935,9518.716577540106,Budigere Cross,2,0,1,9,9,9,9,9,9,9
89.0,1500,5933.333333333333,Jalahalli,3,0,1,9,9,9,9,9,9,9
235.0,1500,15666.666666666666,Jalahalli,3,0,1,9,9,9,9,9,9,9
92.0,3613,2546.360365347357,other,4,0,1,9,9,9,9,9,9,9
66.0,1475,4474.576271186441,Yelahanka,3,0,1,9,9,9,9,9,9,9
49.4,1576,3134.5177664974617,Begur,3,0,1,9,9,9,9,9,9,9
66.0,1235,5344.12955465587,Begur,2,0,1,9,9,9,9,9,9,9
46.7,1576,2963.1979695431473,Begur,3,0,1,9,9,9,9,9,9,9
43.4,1184,3665.5405405405404,Singasandra,2,0,1,9,9,9,9,9,9,9
66.9,1099,6087.352138307553,Singasandra,2,0,1,9,9,9,9,9,9,9
56.9,1610,3534.1614906832297,Begur,3,0,1,9,9,9,9,9,9,9
66.5,1442,4611.650485436893,Singasandra,2,0,1,9,9,9,9,9,9,9
66.5,1610,4130.434782608696,Begur,3,0,1,9,9,9,9,9,9,9
75.4,1610,4683.229813664597,Begur,3,0,1,9,9,9,9,9,9,9
96.85,1160,8349.137931034482,Banaswadi,2,0,1,9,9,9,9,9,9,9
71.5,1490,4798.657718120805,Banaswadi,3,0,1,9,9,9,9,9,9,9
51.5,1100,4681.818181818182,Banaswadi,2,0,1,9,9,9,9,9,9,9
65.55,1235,5307.692307692308,Begur,2,0,1,9,9,9,9,9,9,9
75.0,1576,4758.883248730965,Begur,3,0,1,9,9,9,9,9,9,9
95.0,1060,8962.264150943396,Harlur,2,0,1,9,9,9,9,9,9,9
98.1,1264,7761.0759493670885,Harlur,3,0,1,9,9,9,9,9,9,9
96.4,1759,5480.386583285958,Begur,3,0,1,9,9,9,9,9,9,9
92.4,1728,5347.222222222223,Begur,3,0,1,9,9,9,9,9,9,9
91.4,1653,5529.340592861464,Begur,3,0,1,9,9,9,9,9,9,9
91.2,1634,5581.395348837209,Begur,3,0,1,9,9,9,9,9,9,9
90.2,1631,5530.349478847333,Begur,3,0,1,9,9,9,9,9,9,9
89.4,1614,5539.033457249071,Begur,3,0,1,9,9,9,9,9,9,9
79.5,1598,4974.968710888611,Begur,3,0,1,9,9,9,9,9,9,9
79.4,1376,5770.348837209303,Begur,2,0,1,9,9,9,9,9,9,9
79.3,1375,5767.272727272727,Begur,2,0,1,9,9,9,9,9,9,9
79.0,1372,5758.01749271137,Begur,2,0,1,9,9,9,9,9,9,9
78.5,1368,5738.304093567252,Begur,2,0,1,9,9,9,9,9,9,9
70.5,1358,5191.458026509573,Begur,2,0,1,9,9,9,9,9,9,9
71.8,1210,5933.884297520661,Begur,2,0,1,9,9,9,9,9,9,9
72.2,1235,5846.153846153846,Begur,2,0,1,9,9,9,9,9,9,9
71.4,1241,5753.424657534248,Begur,2,0,1,9,9,9,9,9,9,9
39.4,1227,3211.083944580277,Begur,2,0,1,9,9,9,9,9,9,9
79.0,644,12267.080745341615,Begur,1,0,1,9,9,9,9,9,9,9
71.0,1368,5190.058479532164,Begur,2,0,1,9,9,9,9,9,9,9
69.8,1220,5721.311475409836,Begur,2,0,1,9,9,9,9,9,9,9
39.4,1197,3291.56223893066,Begur,2,0,1,9,9,9,9,9,9,9
126.0,644,19565.217391304348,Begur,1,0,1,9,9,9,9,9,9,9
78.45999,1204,6516.61046511628,Brookefield,3,0,1,9,9,9,9,9,9,9
103.0,721,14285.714285714286,Brookefield,2,0,1,9,9,9,9,9,9,9
119.0,956,12447.698744769874,Brookefield,3,0,1,9,9,9,9,9,9,9
93.0,2170,4285.714285714285,Junnasandra,3,0,1,9,9,9,9,9,9,9
70.4,1691,4163.217031342401,Junnasandra,3,0,1,9,9,9,9,9,9,9
181.0,1225,14775.510204081633,Budigere Cross,2,0,1,9,9,9,9,9,9,9
61.69,1253,4923.383878691141,other,3,0,1,9,9,9,9,9,9,9
249.0,427,58313.817330210775,other,1,0,1,9,9,9,9,9,9,9
123.0,1746,7044.673539518901,other,4,0,1,9,9,9,9,9,9,9
206.0,810,25432.0987654321,other,2,0,1,9,9,9,9,9,9,9
80.25,1433,5600.139567341243,other,3,0,1,9,9,9,9,9,9,9
173.0,1408,12286.931818181818,RR Nagar,2,0,1,9,9,9,9,9,9,9
46.71,2494,1872.8949478748998,Whitefield Hope Farm Junction,4,0,1,9,9,9,9,9,9,9
86.72,1038,8354.527938342968,Narayanapura on Hennur Main Road,2,0,1,9,9,9,9,9,9,9
52.29,910,5746.153846153846,Harlur,2,0,1,9,9,9,9,9,9,9
57.8,1162,4974.182444061962,Kasavanahalli,2,0,1,9,9,9,9,9,9,9
85.45,1144,7469.4055944055945,Carmelaram,2,0,1,9,9,9,9,9,9,9
63.81,1899,3360.1895734597156,Kasavanahalli,3,0,1,9,9,9,9,9,9,9
53.64,1271,4220.29897718332,Carmelaram,2,0,1,9,9,9,9,9,9,9
62.01,1192,5202.181208053691,Kasavanahalli,2,0,1,9,9,9,9,9,9,9
87.16,1233,7068.937550689376,Carmelaram,2,0,1,9,9,9,9,9,9,9
81.0,1937,4181.724315952504,Kasavanahalli,3,0,1,9,9,9,9,9,9,9
59.7,1675,3564.179104477612,Varthur,3,0,1,9,9,9,9,9,9,9
59.64,1205,4949.377593360996,Varthur,2,0,1,9,9,9,9,9,9,9
55.03,1269,4336.485421591805,Harlur,2,0,1,9,9,9,9,9,9,9
56.25,1171,4803.586678052946,Harlur,2,0,1,9,9,9,9,9,9,9
53.29,1197,4451.963241436925,Harlur,2,0,1,9,9,9,9,9,9,9
92.67,969,9563.467492260062,Sarjapur Road Wipro To Railway Crossing,2,0,1,9,9,9,9,9,9,9
87.17,1685,5173.293768545994,Sarjapur Road Wipro To Railway Crossing,3,0,1,9,9,9,9,9,9,9
80.45999,1585,5076.340063091483,Sarjapur Road Wipro To Railway Crossing,3,0,1,9,9,9,9,9,9,9
69.86,1463,4775.11961722488,Sarjapur Road Wipro To Railway Crossing,3,0,1,9,9,9,9,9,9,9
60.81,1277,4761.9420516836335,Carmelaram,2,0,1,9,9,9,9,9,9,9
78.91,1111,7102.610261026102,Carmelaram,2,0,1,9,9,9,9,9,9,9
60.7,1443,4206.514206514206,Carmelaram,3,0,1,9,9,9,9,9,9,9
59.61,1109,5375.112714156898,Carmelaram,2,0,1,9,9,9,9,9,9,9
84.42,1089,7752.06611570248,Carmelaram,2,0,1,9,9,9,9,9,9,9
90.03,1544,5830.958549222798,Carmelaram,3,0,1,9,9,9,9,9,9,9
59.23,1647,3596.235579842137,Carmelaram,3,0,1,9,9,9,9,9,9,9
61.74,1082,5706.099815157117,Carmelaram,2,0,1,9,9,9,9,9,9,9
59.94,1128,5313.829787234043,Carmelaram,2,0,1,9,9,9,9,9,9,9
81.8,1095,7470.319634703196,Carmelaram,2,0,1,9,9,9,9,9,9,9
76.62,1496,5121.6577540106955,Carmelaram,3,0,1,9,9,9,9,9,9,9
50.0,1401,3568.8793718772304,Carmelaram,3,0,1,9,9,9,9,9,9,9
57.8,486,11893.004115226337,Harlur,1,0,1,9,9,9,9,9,9,9
62.01,1144,5420.454545454545,Carmelaram,2,0,1,9,9,9,9,9,9,9
84.41,1233,6845.904298459043,Carmelaram,2,0,1,9,9,9,9,9,9,9
51.43,891,5772.166105499439,Harlur,2,0,1,9,9,9,9,9,9,9
121.0,1143,10586.17672790901,Kasavanahalli,2,0,1,9,9,9,9,9,9,9
86.72,1213,7149.21681780709,Harlur,3,0,1,9,9,9,9,9,9,9
85.45,1162,7353.7005163511185,Kasavanahalli,2,0,1,9,9,9,9,9,9,9
87.16,1192,7312.080536912752,Kasavanahalli,2,0,1,9,9,9,9,9,9,9
61.87,1205,5134.439834024896,Varthur,2,0,1,9,9,9,9,9,9,9
67.8,1250,5424.0,Varthur,2,0,1,9,9,9,9,9,9,9
80.7,1375,5869.090909090909,Varthur,2,0,1,9,9,9,9,9,9,9
89.54,1665,5377.777777777777,Varthur,3,0,1,9,9,9,9,9,9,9
88.0,1216,7236.8421052631575,Varthur,2,0,1,9,9,9,9,9,9,9
154.0,1195,12887.029288702928,Varthur,2,0,1,9,9,9,9,9,9,9
110.0,2321,4739.336492890995,Varthur,3,0,1,9,9,9,9,9,9,9
75.95999,1655,4589.72749244713,Varthur,3,0,1,9,9,9,9,9,9,9
72.81,1310,5558.015267175572,Varthur,2,0,1,9,9,9,9,9,9,9
79.95999,1251,6391.685851318945,Varthur,2,0,1,9,9,9,9,9,9,9
101.0,1385,7292.418772563177,Varthur,3,0,1,9,9,9,9,9,9,9
73.29,1470,4985.714285714286,Hosa Road,3,0,1,9,9,9,9,9,9,9
108.0,1260,8571.42857142857,Varthur,2,0,1,9,9,9,9,9,9,9
40.76,1575,2587.936507936508,Hosa Road,3,0,1,9,9,9,9,9,9,9
94.46,651,14509.984639016897,Varthur,1,0,1,9,9,9,9,9,9,9
117.0,1360,8602.941176470587,Hosa Road,2,0,1,9,9,9,9,9,9,9
91.18,1715,5316.618075801749,Hosa Road,3,0,1,9,9,9,9,9,9,9
83.06999,1595,5208.149843260188,Varthur,3,0,1,9,9,9,9,9,9,9
